"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Libya","LBY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","317220000","70780000","125980000","-201280000","6200000","-576299999.9","262850000","-451273599.654362","-702581652.156492","-587736574.400142","-1089340260.37543","-744126662.801779","-391821735.945326","-326630705.630301","-16888867.8944498","119235407.173716","-176920553.658922","-97633681.2854538","97982197.0463219","125166197.303941","158911104.554973","91903803.1080736","99093118.9194453","58152864.1986836","-72624307.4611704","-88486065.3924703","-111721670.754033","-67915602.7333997","-127894074.619937","-128069471.477123","141000000","-133000000","145000000","143000000","357000000","1038000000","2064000000","4689000000","4111300000","1371000000","1784000000","","1425000000","702000000","","","","","","","","603000000","702000000","794700000","",
"St. Lucia","LCA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","2998465.39057628","13000000","20600000","26000000","30900000","38200000","26500000","10000000","12000000","17000000","14518518.5185185","15000000","16444444.4444444","26629629.6296296","44785185.1851851","57744444.4444444","40940740.7407407","34162962.9629629","32522222.2222222","32751851.8518518","18414814.8148148","47825925.9259259","83396296.2962963","83151851.8518518","96087233.5092607","104822050.834347","99909211.2583796","163844777.42511","121554429.100413","115484418.136258","288917009.217448","202997586.419843","195623250.593938","134978250.841726","174224983.181416","97165774.7066814","117962499.495274","125625100.051193","67259296.1343377","152240176.107528","161613065.584917","89941452.0910666","45522200.8444974","75509997.7777777","99135484.8148148","90682854.4444444","59332604.4444444","123398721.851851","179352898.518518",
"Latin America & Caribbean","LCN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1432016508.79432","1773594311.33869","918606901.333","2245072899.20568","2042157447.25043","3033600991.31154","2112442418.34181","2977422960.62003","3990553333.08901","5284527068.66918","6450100935.34026","8726915555.56413","7001790000.02102","5485151666.51897","5074691797.15316","6438675758.84941","4824695112.96443","5393704912.63704","8582378891.13132","8324614488.77446","8491733520.29004","13186872977.8108","14657927225.6292","14981898664.509","29803911137.7126","30168276207.2908","48064360775.4944","73777089560.9102","85553163951.5186","104715393497.406","97377504687.1554","78628611989.9841","60880629810.078","57421708939.1454","99357513910.1886","79254162950.0712","113637427156.249","192673190262.311","222507390413.84","155501683132.195","234035235733.296","293694509146.371","297494551482.542","342532759813.667","280024199199.838","322295015783.246","220107144566.282","203015394214.581","209365215958.061","200411301823.558","153156837594.002","185472219905.728","235971509445.48","215897242993.28","279540588449.254",
"Least developed countries: UN classification","LDC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","137629999.2","27809999.70068","129959984.43911","223009999.295316","216948909.974189","263836072.957929","489729102.145679","375362499.843743","537220768.666594","475133384.062825","498664003.925637","528047782.443821","340883199.195532","-46326939.4824623","160177209.382829","451419899.905201","190776422.477042","356860231.791801","579964513.988559","1189823966.35715","394583332.606244","1361117286.94191","1410146077.16129","1817248315.13878","1009861345.64609","1440818273.86726","1552604099.91148","2815154891.04812","3539788320.34237","5349794153.11863","3777840735.95149","6048667585.91172","5923297074.67949","9344038930.76246","9144480412.59154","5844349285.2048","9038552748.50883","12477206835.1631","18507504978.0654","15301432584.7696","17876943716.967","23377355813.219","29798624514.8606","25213337011.9148","29487424475.9532","38391762482.4404","25896213357.9861","21137126019.445","18296260053.4261","19818442007.7551","22777654006.7041","27377891828.3022","25134856976.2398","33783156258.3799","35525010271.4253",
"Low income","LIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","107039999.6","-7260000.1","64699999.7","146844999.5","148170499.276198","308183582.434761","396248472.650588","267788361.397601","466067121.815553","346614401.376609","318156145.021829","432415439.257772","107870188.582903","-157305237.454098","35747756.6500915","126905049.212354","-64537267.5129422","142963317.37136","325885952.636539","758518445.139089","276144204.655466","407929576.300242","834599956.186487","1049606473.92575","611353938.239205","232527259.709895","299358869.010685","706254281.794489","1046279913.62504","1459015725.64717","1591945118.05263","2321526230.07369","2814587432.88566","3808658203.00645","4363852031.4527","3476759832.62547","5870563300.99","8462689740.51207","11010479442.5996","9769844621.04369","13959730407.5451","16024906956.2104","18891875275.4753","16709849667.9111","11938574143.9051","11224597882.3454","8391495542.64913","8595171319.68465","8621980377.17312","10746577391.7767","10211543653.2887","13272400324.5803","13854700444.112","14469426594.3573","15774792771.9961",
"Liechtenstein","LIE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19854574737.6898","9389136115.5717","6864257254.8617","17305461701.2587","1845838359.4692","-266949356.7195","44598433611.9441","33538242375.2676","16214866193.267","29934896948.2693","29875940865.4872","26414902947.0333","29482974346.8535","1154916692.2121","9340073894.6221","80400430107.7698","60669833862.7331","38999586460.5875","-87212093508.4059","","","","","","",
"Sri Lanka","LKA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-300000","300000","300000","500000","1399999.9","142711.034","1000","-1218567.2109","1474392.3733","46911742.0857","43010507.2449","49264554.4202","63567608.833","37778897.5011","32612391.0542","26162080.1604","29723119.8603","59504201.9008","45722528.5962","19741313.056","43355119.7231","48349173.7319","122625843.129","194479070.2388","166412940.1008","55995587.566","119874349.6993","430056151.833","193424023.1433","176410171.3141","172941409.8305","171790000","196500000","228720000","232800000","272400000","479700000","603000000","752200000","404000000","477559000","955920000","941116591.230408","932551317.582881","893628980.287065","679655644.244789","897049375.883533","1372723043.13402","1614044009.22884","743466231.468031","434075668.46642","592289969.90297","884150491.430208","711826200.490003","761144550",
"Lower middle income","LMC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","664243999.2","637809999.50068","701304983.221089","937840437.412948","847703892.465639","970965435.140427","963945806.11377","1110777072.69356","1187034317.97738","2303665947.79455","949621015.238317","2761814638.99813","2021169777.6849","1907820232.84407","1650324410.42259","2986751951.13797","2384464437.30325","3206947844.49714","3677978428.40663","5191950063.32166","3321269516.13369","4278472806.6376","5089839040.96915","8232403190.15787","10936991761.2656","11100589526.3848","12584490529.5157","17424647616.2845","16807968579.6011","17444656990.1437","17145138238.9113","19928829890.453","20329445047.6915","22221595062.3157","23484616530.7797","36345121004.3732","65592067614.0579","82217361311.0099","109410307479.341","90756706484.023","75041166490.9683","84564097878.5072","78173567776.5179","83087913775.1738","101261365094.775","122542184432.265","111937891059.465","110553426975.008","108890342755.217","111118317398.257","115170620414.517","109053686207.533","116199645898.3","104191015653.764","146141962072.734",
"Low & middle income","LMY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2651455748.85986","2725794456.05629","2445254874.80219","4570005887.02635","4994230433.70877","5949334201.63758","5081787994.42756","4874886935.4438","6527890381.31235","7274910920.81943","7565934898.61861","11477936244.1133","8967988143.16182","8133233693.69425","8270075888.71083","10522174919.6178","9092195722.07556","10762476821.2167","17252076963.9967","18521973722.6042","17607389269.8396","23035344772.1965","34604357445.932","53980876507.5237","74275305661.0986","82348409378.5918","102350694140.615","132254217476.765","135530679108.922","144244351349.644","131959714813.823","151284011262.426","139625643072.571","142497074329.503","183996520246.795","263570913955.902","321176541309.127","443573200403.687","510200139542.764","379713912790.995","560888943538.792","649484369378.281","607025577113.057","655590761370.349","602812684347.586","585519494870.195","502018816869.484","502019478065.606","581485697780.403","518596391246.609","516908355034.123","703044291152.384","570752530334.789","391956830144.578","409917184387.872",
"Lesotho","LSO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","0","0","440000","20000","200000","4493898.80340982","4785894.2316913","3242231.25191236","5053210.87331657","2414764.08844348","4894588.44392393","2254225.6290837","5928503.36647174","21346470.5929797","13736893.7082981","16478706.5164181","7989961.08100077","8369826.86670975","15656906.5242141","43269331.9015972","24176205.2719455","29073624.9984808","32679906.4992636","28350686.7933333","22038152.5750662","32403928.0879325","29695245.8764432","28391254.961737","43948139.9839825","55671430.9384429","27438279.6374854","24322286.6909769","75618842.2948835","11009973.0619521","91348357.1137564","9508668.85923674","61173319.2085145","56652703.2135149","50427512.809291","94460146.9805724","113220010.397593","79234566.0376045","42168765.5665983","40874067.2749006","35732595.8160094","28001666.9222279","-12372199.9884458","-7820069.16054053","-25647817.1357354","-12572108.0398715",
"Late-demographic dividend","LTE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1177607893.89976","1112633524.59951","1097343656.7","1924052977.7","2440632077.18245","2522582600.89835","2745845365.37034","3155941723.36279","3887916367.7407","4534042940.68137","5048383721.92496","6286780806.49748","7132873734.56235","5527120955.72432","5671745553.84784","5591547260.64257","4724133449.67595","6456479118.55159","10165953366.1284","11044080612.9068","12440468213.8626","16412119256.1164","28585872679.104","47371285101.4425","58155533428.181","65747747632.3369","87403674769.0657","111565528072.767","124358630044.707","130381157502.543","141298473741.67","120243874877.659","138571980548.03","146603091199.371","169876343748.579","276025065212.534","331295834565.551","480857551591.644","492826426717.403","429864878959.745","572778919053.15","663028419413.946","672902061202.165","665481164647.9","685070579905.968","692552879695.928","497659504635.926","493237912402.802","612986983981.245","573102217701.602","367262308859.091","714492213237.609","393489834857.427","128585494311.419","217377622917.387",
"Lithuania","LTU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","30175186.8400217","31304837.6374328","72557500","152400000","362287500","918775000","564537500","380272500","442400000","660790497.921647","217398839.893753","879540745.774167","1292550783.57242","2259381844.95682","2601486958.03571","1727292156.14543","-360197700.774579","1102696146.69551","1880811089.20548","677182759.667044","768657971.982437","357323216.168924","1036954105.5948","1177533775.88122","1383731106.4056","1299841764.3737","3434299309.82762","4560496002.83869","2507626415.82615","2419329634.05406","3831114463.91848","3595625405.62111",
"Luxembourg","LUX","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4243174360","4291105680","5179643440","4644769480","32219534640","-29679425810","7117112830","27255154250","39128528760","8843156720","2824125590","23299023840","20060313790","45432153560","17580970090","-27369776660","-83336482550","163717596800","-3358058080","24809164820","-316383115840","-9279442930","105986643430",
"Latvia","LVA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30703329","55933000","282828000","244039000","331352000","474354000","371400000","348100000","324184857.470563","173500715.825041","160090702.160432","316652176.39383","591589970.743144","809856372.419322","1705667383.81543","2713412662.12","1434273758.18366","-150022148.439266","474983591.197692","1519518896.45561","1080778947.54652","989283879.359478","1045107101.19759","812843819.517909","335420977.516688","1189985285.15419","439128427.014648","1115785160.98483","939356413.88956","3734085089.75473","1217386449.16126","1689068343.71426","1514022170.34634",
"Macao SAR, China","MAC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","20000","320000","120000","","","1220000","","","320000","","","260000","8150000","","-380000","50000","-90000","350000","-600000","480000","10720000","-19500000","-3600000","3480000","2190000","5940000","2310000","-17890000","9420000","-790000","160004980","393961071.024012","506111200.953584","771496386.166367","1775023637.88","2916866632.75465","5314514355.6461","3982611127.76311","-412628204.994395","3629274388.55483","1754336190.32971","3565735906.12655","3774560563.63993","2424230566.70926","486517486.302295","1859188732.28442","1701002327.73208","1729819688.96301","6490967477.64928","-6216383035.6257","5627109107.21202","3201313125.72969","1643374735.44527","3530695060",
"St. Martin (French part)","MAF","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","20000000","23100000","13000000","5490000","-20399999.9","5019999.9","38014962.7431903","7994056.27289948","11759988.2428342","7437548.63717074","89416222.5895141","58581335.9912382","79528177.1036931","46123623.5045972","46989196.5550045","19975166.8598062","549182.496104443","59574900.7832664","84661627.5741094","167056032.101148","165122977.794538","317462140.572327","422470462.497986","491466064.599826","550924373.94834","334768272.8902","357393801.789474","1079341332.03085","308712164.430614","826974026.933262","426553283.860634","2824557251.52006","480355698.049862","2312829823.25089","893325392.835824","1670609688.92877","2460787164.18439","2825801376.44064","2466288357.37233","1970323920.01346","1240625859.11403","2521362080.65559","2841954371.38454","3360909924.36421","3525384612.43801","3252913902.35666","2153363904.93515","2680109856.21236","3544387229.27821","1720825003.13095","1418713118.61153","2264148625.4107","2294356059.17333","1060023610.0797","1638999697.24144",
"Monaco","MCO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17000000","14000000","11568000","66910000","23740000","78740000","75510000","37870000","127540000","103440000","84050000","73750000","151010000","190700000","258680000","536020000","726610000","263960000","297050000","372880000","251200000","241880000","345900000","225870000","87440000","149520000","309640000","521370000","155720000","386120000","586020000","357200000","333342854.02",
"Madagascar","MDG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","10000000","1080000","12000000","11000000","13709798.8710188","4572770.62885884","1381044.46728693","-2767842.15201272","-3678181.29499726","-6581395.80526257","-790000","-800000","-90000","3710000","8570000","-180000","14039999.9","3470000","2910000","12816215.1627363","22387360.4554662","13681239.6478075","21132352.1522202","15357022.02314","5728097.91776414","9710167.97434065","10161891.7977257","14005421.1259566","16635429.8022046","58385285.9149158","82952580.7054987","93059224","14661798.0720596","12874087","52910748.0000001","85428623.9021933","294681941.542683","789389724.084497","1134497642.4209","1293330142.26094","912287179.835569","815534454.532063","814789934.7302","565848886.014277","372872463.262776","328059305.56932","540842779.829334","464856589.648809","612036371.422122","474311425.432437","358467141.414302","357536665.264704","467848664.235502","414540970","413308770",
"Maldives","MDV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","-200000","70000","1970000","180000","1200000","970000","800000","-130000","-30000","-2879999.9","240000","-140000","1210000","5400000","5100000","1200000","4400000","5600000","6500000","6600000","6900000","8742866.2011335","7230710.76205489","9315251.94973543","11408883.3989708","11517966.6239708","12322250","22312447.8248753","20541053.2565792","24718599.7690471","31774435.5684086","52933701.7280929","52991121.0580686","63826812.8939882","132432080.785582","181255431.772407","157963586.774204","216468945.675274","423530663.953749","227976866.718899","360816336.210787","333375218.034334","297975993.392527","456639057.30469","457808313.566538","575658028.152192","961037565.723003","440711709.435094","642830713.618008","731709063.613552","766835023.508003","806204043.653671",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","594679999.9","177307596.115427","487562842.857064","9721606.7192508","-2980206562.65119","2164829655.65945","364727115.112425","1364399496.69852","1629328117.42659","52978727.6851419","-3016420548.47111","7365356359.99336","11736845564.4999","5692311122.18835","6465253901.08498","2243764986.36734","2493110820.92392","-7358148.62163259","2219457467.68554","1746998747.12164","3136579256.22224","2835977787.94122","4489998797.28712","5530848738.98495","5823788404.89938","2761033360.07565","6319683278.52464","11416341819.4864","11860817279.5903","7886262194.56936","12545686693.0635","11222699191.91","10858569447.7798","20847224330.3765","34220160934.9219","67919868311.4561","101330255267.434","114086984309.678","85289882663.0661","50240822981.7952","65424338590.3041","52910166871.0507","57035784489.3861","49473223962.3836","32760712889.091","37668125938.2407","66222592870.4656","95418985550.9526","139338145840.077","87529681703.5439","86092732188.6853","174780897552.868","124472451498.295","130788796947.831","186270535647.368",
"Mexico","MEX","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","312107000","307000000","178384999.9","457000000","508755999.9","458411000","731451000","327101999.9","658162999.9","1332000000","2090000000","3078000000","1901000000","2192000000","1542000000","1984000000","2400000000","2634000000","2879000000","3174000000","2634000000","4762000000","4393000000","4389000000","10972500000","9526290000","9185600000","12829800000","12756764558","13941043232","18382284821","30060020323","20160111120","18157929031","25142732841","25161667683","22128838519","31020143997","29771543941","19652900330","30534439564","23894771563","18231597858","50929783738","28438309725","36251149438","38899523620","33132345030","37859235431","29947415429","31541065129","35523119069","39068959282","31020352925","45334306255",
"Marshall Islands","MHL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","739000","739000","839000","-1152000","1156000","3279622.36154915","1876761.72458854","6987311.9877883","5694746.71577748","14649434.9564544","-9356673.13181814","-4380881.13767906","21373811.8080675","32548149.3245913","9047685.07797494","-5393638.49927042","-3055847.4488757","5835497.47968519","9752051.36249508","5164920.15605116","3045061.11336896","499428.443349172","2573910","2039470","1704270",
"Middle income","MIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2544415749.25986","2733054456.15629","2380554875.10219","4423160887.52635","4846059934.43257","5641150619.20282","4685539521.77697","4601253163.41536","6061823259.49679","6928296519.44281","7247778753.59678","11045520804.8556","8860117954.57892","8290538931.14835","8234328132.06074","10395269870.4055","9157045989.58851","10619647503.8453","16926327011.3602","17763658277.4651","17331245065.1842","22627415195.8963","33769587489.7455","52927770033.5979","73646741722.8594","82101742118.8819","102029405271.604","131259473194.971","134223729195.297","142715355623.996","130233129695.77","148613085032.352","136556055639.685","138223416126.497","179087568215.342","259829042447.794","314760720905.958","434888510090.18","499081122556.199","369722608588.589","546640941562.996","632830837616.072","588016139015.418","636744035678.707","589020093875.77","571668529069.536","489476533830.371","489408567181.267","569563438034.577","505298860427.474","504318511500.175","685579945032.521","553349338558.502","374218102266.701","390241392715.876",
"North Macedonia","MKD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24000000","9490000","11210000","15740000","151156392","91325732.42024","217507099.15808","469570706.3984","114193471.4194","119041753.232","309137638.54","145329601.532","427444589.2688","733466879","611688378.605769","259530321.486","301441681.708","507920732.789","337911248.192571","402458309.805886","60879915.45137","296604200.381223","549371101.55116","380738977.544776","648732424.984646","549500829.877789","7693779.7036069","696255528.136466","854152514.519015","641500343.167691","1172324292.87233",
"Mali","MLI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","-600000","3399999.9","600000","-150000","2613001.8263408","2573754.87707782","3052755.44136922","-886305.366909783","3060000","2366532.81013673","3680103.97992036","1521577.86376028","3149060.49491759","10069648.421692","2893628.24870677","-8374099.22913333","-5989287.91098446","7050570.95296409","6363470.80392176","5729716.32402687","1205216.85000778","-21874496.9945478","4061271.09744007","17416999.6681669","111429781.431379","27209332.1745828","74360591.896402","9556713.35023084","30998905.1859112","60331623.1100394","208998473.655231","-12371106.2038469","72517997.3250874","84992921.5331431","160281952.808321","148327333.705249","206337322.649108","267511185.910909","649211715.168639","371932364.723095","556875894.544289","397842480.253921","307940910.774012","144214831.237","275525536.040376","356476591.902582","560747464.368764","467295391.077839","859091549.188966","536851812.897275","639944165.358959","715469994.852307","702559730.160354","708592030",
"Malta","MLT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","11600000","11544861.4936237","4455199.05424475","5151890.39620357","10636044.1109678","15853077.5306963","14113136.4229389","18469880.9169504","21536997.8502885","16179875.627472","26633728.4130748","39048273.8526508","20866569.259095","24511551.5107052","26245343.3921578","18970276.3546413","21883369.2847757","19392652.9824646","40803167.5347834","51651039.8358645","30019824.4123477","90037665.220384","84694336.1518443","56441543.4034257","151693045.263197","392188547.165382","312996146.994208","136993957.138888","323284766.09652","667032818.087456","743185324.698102","416889166.287732","-497796507.906789","911474591.335864","7469040204.51317","21801420447.3893","25035392674.1693","35591477412.0333","14837770104.3279","1444871046.00599","9244998119.92181","7806911229.55313","3323599814.67226","510057778.082709","155878728.130938","3640705146.70853","2776034107.55999","42459309426.166","73050789630.2723","32381439863.0004","31484121888.7381","85551145633.2069","24257553510.7974","25147936924.7083","42521601949.0487",
"Myanmar","MMR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","50000","280000","30000","1020000","3310000","0","60000","0","0","380000","0","0","-420000","780000","0","140000","-1540000","0","7806630.41152735","161144560.314889","238056791.873856","171558719.974061","104674233.142371","126091858.49119","277199199.509049","310437074.890386","387184136.000944","314450998.907852","253110104.66411","254789765.469466","208303564.372066","150511225.813866","248882510.026366","211364294.975748","234904379.027598","275812653.011391","709922015.309805","863880447.312828","1078972200.98264","901133534.876797","2519813313.27459","1333856137.27031","2254603965.49345","2175015283.77713","4083839111.71186","3278096409.87385","4804272487.31986","1768195522.55912","1735589412.93376","1907154040","2066606470","1238500000","1520172000","1095317000",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","484240000","186180000","323089999.381979","471565438.517632","703810353.69899","106181693.791257","566529594.356834","317665109.720629","854799802.976658","963169401.363977","308548802.117633","659035649.649122","257050266.87609","380165789.318506","1051605269.60474","1564217520.59263","1159275647.49001","886106332.011841","1740992289.80298","1854126270.77749","965548100.523988","1416404656.93216","2718229485.8058","3148682502.7246","2882962518.15977","1916219506.51157","2641560464.75347","5541757823.32012","4571187720.08878","4154145029.64961","5428935878.75886","7561465891.31397","9338940195.56235","11844823708.3559","11935956326.6698","20693792613.4374","34985420440.1362","39435596502.2251","41090398052.7971","31613705876.3057","28145595460.1103","18006724487.1244","23915394150.7928","18051253640.789","9644179855.46933","10921686224.7239","16323602978.9503","19295282154.7938","17199053728.7662","16188949609.4853","12195528117.5462","12103201474.576","18142287537.2115","14624347235.5357","50626596449.5212",
"Montenegro","MNE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937357714.730125","975271781.796617","1550285725.39206","758254398.556855","556662007.527147","618126498.733883","446456998.007452","496993506.510356","699855695.331557","226702405.905001","560665419.031982","485653127.823428","417589860.078767","530903011.481089","693740795.71383","872558550.293814","525868956.944273","599431454.987814",
"Mongolia","MNG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","140000","0","0","","","11120000","2000000","7700000","6900000","9800000","15900000","25000000","18900000","30400000","53697000","63000000","77751000","131540000","92920000","187620000","245460000","372759900","844697949.479072","623609218.24768","1691421731.58405","4571161962.8089","4272473222.93624","2059702972.91977","337768268.083171","94319767.4741563","-4156404703.77687","1494350363.46922","1951528195.81852","2443343095.41814","1719115941.52002","2173385309.77255","2504294749.65085","2247573669.88719","2782176220.49007",
"Northern Mariana Islands","MNP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","300000","30000","5500000","4019999.9","2000000","6669999.9","-12640000","","2000000","2430000","4360000","370000","1929999.9","2470000","-2919999.9","330000","1500000","6200000","4500000","3399999.9","9200000","22500000","25300000","32000000","35000000","45000000","72500000","64400000","234900000","381700000","139300000","255435490","347252830","336698400","475513570","122413755.58","251141650.249999","416689348.42081","641399415.784251","930100407.78","1258453096.82495","3663937118.45157","5635092658.61842","6697422432.4601","4998799334.35621","3868353884.95","3128149928.7","2319071971.47681","1678061191.83106","3379329136.13929","3187942207.14961","5295396105.25416","3022175565.23802","2683506270.92075","3508626212.16849",
"Mauritania","MRT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","800000","4040000","2109999.9","9849999.9","3620000","-122702517.736017","1554786.7998946","4123975.17572434","2859463.85052803","63234733.3442284","27094083.3336738","12444137.6930377","14970300.8547559","1368321.82931921","8526200.30308129","6979308.55552842","4490756.30253107","1678435.26518826","1926632.93213602","3467748.73270641","6736220.52128174","2269792.03742309","7549402.913472","16091938.1652376","2079708.67893991","6989378.50785375","-435540","-3329920","132643.000207807","15119460","40096000","76700000","67340350","101957950","404102030","811869180","154601640","139372820","342770660","-3072040","130528390","588749560","1386098850.60853","1126004759.60199","502589833.818159","501726765.733819","271134844.997291","588217194.758538","772890480","-883561115.825519","927916265.774285","1070252545.01957","1401620461.82274","848351729.722353","1440291135.43106",
"Mauritius","MUS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1600000","1300000","1560000","1020000","3609999.9","3899999.9","3142995.0502532","2270213.41301668","4380787.81238559","1743787.42730488","1171220.50952489","671400.663051981","1747520.13103901","1623071.53482315","4927417.21232317","7965040.165258","7425912.59824639","17160761.1302289","23739137.3911879","35803826.506635","41040223.9046968","17377628.5393475","14714189.7155953","14732526.727495","19988456.0634433","18692860.9567485","36661330.2825559","55277851.5405021","12170393.8497831","49353190.6361288","265641239.441184","-27675565.7136838","32073116.0847954","62630665.276514","13894736.4049871","41776995.7786911","106758059.108919","340763853.718088","377724738.06254","256680711.820915","429941790","433331010","589018300","293369160","455562150","216455190","378764430","479995890","460511370","444077760","224668080","260543730","545909420","759847580","681276230",
"Malawi","MWI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","8599999.9","9599999.9","10100000","7700000","22699999.9","22109999.9","9699999.9","5537539.58685068","9125979.11528687","-1224173.13630506","9481641.54241471","1116945.1859526","6000000","2553705.85480272","27289999.9","523530.769193591","-2930000","90549.2604955082","17440000","9289999.9","23300000","-28700000","-7100000","8000000","24992617.8909746","5643045.57927182","15797661.1266005","14868714.3613082","12104230.402425","58528206.2830454","25999996.3612226","19299991.0892369","5899999.35886242","65885630.0222282","107811374.01292","139696402.63469","35561803.9812517","124388649.054177","195425887.191773","49130371.2258416","97010558.6926789","812751769.848633","-8885976.21902263","451362406.595843","598086538.121966","287746689.246669","115700000","90200000","77012306.002161","55227831.6285934","252179040.150445","129497084.50488","198726519.122695","203252807.529971","220387360",
